epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1354.11,1.02519,0.56683,0.96077,0.8297,0.83544,0.86728,0.47104,1.59321,0.76962,1.28918,0.0012872,0.0012872,0.0012872
182,1362.36,1.01241,0.54508,0.94389,0.81869,0.78481,0.8493,0.46223,1.59245,0.81809,1.30439,0.00128324,0.00128324,0.00128324
183,1370.55,0.97672,0.54998,0.93408,0.8206,0.78481,0.87046,0.46931,1.62655,0.82127,1.32107,0.00127928,0.00127928,0.00127928
184,1378.85,0.97966,0.54525,0.94694,0.8708,0.76787,0.85576,0.45063,1.5911,0.79328,1.30399,0.00127532,0.00127532,0.00127532
185,1385.41,1.02348,0.5634,0.96907,0.85106,0.78059,0.8664,0.45647,1.62778,0.79353,1.32077,0.00127136,0.00127136,0.00127136
186,1392.14,0.98111,0.54262,0.93918,0.84181,0.78059,0.84585,0.44987,1.64292,0.79318,1.32568,0.0012674,0.0012674,0.0012674
187,1398.74,1.001,0.55354,0.94531,0.84087,0.78036,0.85959,0.45892,1.60288,0.79417,1.31236,0.00126344,0.00126344,0.00126344
188,1405.4,1.02595,0.54601,0.9685,0.82455,0.78481,0.86037,0.44511,1.62989,0.82339,1.31457,0.00125948,0.00125948,0.00125948
189,1412.03,1.01049,0.54979,0.94677,0.83903,0.81377,0.88179,0.47966,1.54192,0.77488,1.27587,0.00125552,0.00125552,0.00125552
190,1418.83,1.00414,0.53996,0.95099,0.86985,0.76142,0.85487,0.44291,1.6707,0.81883,1.33952,0.00125156,0.00125156,0.00125156
191,1425.43,1.00015,0.54238,0.94952,0.89348,0.76371,0.88564,0.44896,1.64351,0.78493,1.32703,0.0012476,0.0012476,0.0012476
192,1431.95,1.00048,0.55115,0.94952,0.82695,0.82669,0.87733,0.4615,1.61334,0.79033,1.32165,0.00124364,0.00124364,0.00124364
193,1438.56,1.01077,0.54266,0.95135,0.8535,0.78664,0.88162,0.47396,1.6221,0.76588,1.30605,0.00123968,0.00123968,0.00123968
194,1445.2,1.02291,0.53015,0.94699,0.80674,0.82784,0.87144,0.463,1.60469,0.787,1.3158,0.00123572,0.00123572,0.00123572
195,1451.93,0.99936,0.53757,0.95378,0.85075,0.77637,0.86916,0.44798,1.63648,0.78976,1.36213,0.00123176,0.00123176,0.00123176
196,1458.62,1.01309,0.55423,0.94383,0.7932,0.84159,0.87445,0.44575,1.64844,0.78334,1.32294,0.0012278,0.0012278,0.0012278
197,1465.31,0.98468,0.53759,0.93121,0.82503,0.79583,0.86578,0.4555,1.60743,0.83786,1.29995,0.00122384,0.00122384,0.00122384
198,1471.87,1.02531,0.54643,0.96835,0.82407,0.7708,0.8592,0.44137,1.6435,0.81246,1.31219,0.00121988,0.00121988,0.00121988
199,1478.63,1.00363,0.54305,0.9586,0.85813,0.77637,0.86991,0.45325,1.61571,0.78664,1.30999,0.00121592,0.00121592,0.00121592
200,1485.32,0.99071,0.54386,0.9637,0.86537,0.78654,0.86767,0.44903,1.65028,0.77969,1.34289,0.00121196,0.00121196,0.00121196
201,1491.89,1.00776,0.54423,0.95761,0.84024,0.81435,0.86128,0.43997,1.64224,0.77566,1.30804,0.001208,0.001208,0.001208
202,1498.53,1.01133,0.54825,0.9528,0.82124,0.81435,0.86553,0.44856,1.6295,0.75563,1.33016,0.00120404,0.00120404,0.00120404
203,1505.08,0.97219,0.53025,0.95271,0.77539,0.83026,0.86748,0.45616,1.64924,0.85514,1.32297,0.00120008,0.00120008,0.00120008
204,1511.78,0.95924,0.53595,0.94372,0.85799,0.79025,0.87507,0.45923,1.61599,0.82424,1.30618,0.00119612,0.00119612,0.00119612
205,1518.32,1.00251,0.53971,0.94981,0.86966,0.76014,0.86771,0.45234,1.61532,0.80951,1.31642,0.00119216,0.00119216,0.00119216
206,1524.98,0.96862,0.54046,0.93731,0.87838,0.76185,0.86729,0.46701,1.58092,0.82383,1.30123,0.0011882,0.0011882,0.0011882
207,1531.62,0.98209,0.55936,0.94266,0.83737,0.79325,0.86849,0.46372,1.59324,0.77806,1.30095,0.00118424,0.00118424,0.00118424
208,1538.22,0.99562,0.53192,0.95853,0.83495,0.82278,0.88088,0.47296,1.59544,0.77102,1.32031,0.00118028,0.00118028,0.00118028
209,1544.86,0.98641,0.51275,0.93932,0.78784,0.87745,0.88284,0.47854,1.56624,0.79465,1.30144,0.00117632,0.00117632,0.00117632
210,1551.54,0.95335,0.52068,0.9366,0.86437,0.80668,0.87751,0.46843,1.63001,0.78822,1.3553,0.00117236,0.00117236,0.00117236
211,1558.17,0.98807,0.55094,0.94075,0.78913,0.82109,0.86192,0.44115,1.64381,0.77475,1.35945,0.0011684,0.0011684,0.0011684
212,1564.86,0.99822,0.54375,0.951,0.83143,0.78903,0.87591,0.45991,1.61415,0.83672,1.33739,0.00116444,0.00116444,0.00116444
213,1571.51,0.99003,0.54825,0.95198,0.83008,0.80591,0.87811,0.46806,1.58395,0.77256,1.30873,0.00116048,0.00116048,0.00116048
214,1579.33,1.02173,0.55019,0.96425,0.88427,0.77379,0.87382,0.46435,1.59074,0.75966,1.31343,0.00115652,0.00115652,0.00115652
215,1587.31,0.97975,0.54433,0.95581,0.79489,0.83398,0.8465,0.4406,1.62922,0.78228,1.33283,0.00115256,0.00115256,0.00115256
216,1596.75,0.96042,0.52958,0.9342,0.82276,0.79747,0.85156,0.45287,1.61932,0.77513,1.3144,0.0011486,0.0011486,0.0011486
217,1606.24,0.95679,0.55109,0.94073,0.84682,0.79325,0.85977,0.4601,1.59232,0.77846,1.32936,0.00114464,0.00114464,0.00114464
218,1616.58,0.96899,0.52692,0.94283,0.84227,0.827,0.87419,0.45868,1.62563,0.79411,1.33423,0.00114068,0.00114068,0.00114068
219,1624.79,0.92573,0.52737,0.92477,0.85487,0.8202,0.88489,0.47147,1.60404,0.77177,1.32151,0.00113672,0.00113672,0.00113672
220,1633.04,0.94661,0.51591,0.9258,0.81661,0.83966,0.87482,0.4704,1.58625,0.74693,1.31548,0.00113276,0.00113276,0.00113276
221,1641.32,0.95718,0.52831,0.9447,0.81232,0.80169,0.85972,0.44756,1.6613,0.78834,1.35622,0.0011288,0.0011288,0.0011288
222,1649.47,0.95926,0.52364,0.94178,0.84779,0.76793,0.85067,0.44755,1.63758,0.80862,1.33826,0.00112484,0.00112484,0.00112484
223,1657.62,0.94243,0.51486,0.93089,0.8567,0.8072,0.88138,0.46183,1.60832,0.73437,1.32218,0.00112088,0.00112088,0.00112088
224,1665.89,0.94503,0.5272,0.9415,0.8353,0.81316,0.85799,0.4581,1.60154,0.7856,1.33028,0.00111692,0.00111692,0.00111692
225,1673.98,0.91589,0.50262,0.93178,0.8383,0.84388,0.87571,0.45165,1.64192,0.77148,1.35604,0.00111296,0.00111296,0.00111296
226,1682.12,0.94442,0.52014,0.92528,0.82218,0.79986,0.8649,0.46219,1.61375,0.77492,1.33872,0.001109,0.001109,0.001109
227,1690.6,0.92894,0.50269,0.92975,0.83276,0.81941,0.87785,0.45969,1.60278,0.75782,1.32178,0.00110504,0.00110504,0.00110504
228,1698.25,0.95666,0.53501,0.93828,0.86041,0.80625,0.86083,0.45924,1.60585,0.77726,1.32502,0.00110108,0.00110108,0.00110108
229,1706.15,0.91404,0.51796,0.9103,0.84295,0.81533,0.87475,0.46506,1.61177,0.74282,1.34309,0.00109712,0.00109712,0.00109712
230,1714.14,0.95825,0.52956,0.93343,0.8049,0.80076,0.84998,0.4584,1.62478,0.80493,1.3392,0.00109316,0.00109316,0.00109316
231,1723.56,0.9234,0.52638,0.93188,0.87095,0.76793,0.87214,0.46637,1.59881,0.81119,1.33571,0.0010892,0.0010892,0.0010892
232,1733.12,0.99545,0.53898,0.94272,0.8176,0.81328,0.87183,0.44905,1.6018,0.83686,1.32052,0.00108524,0.00108524,0.00108524
233,1743.98,0.95415,0.513,0.94485,0.82582,0.84021,0.88349,0.46135,1.59379,0.76013,1.29593,0.00108128,0.00108128,0.00108128
234,1752.34,0.93979,0.53705,0.93374,0.83362,0.82448,0.86457,0.44781,1.65,0.75471,1.33488,0.00107732,0.00107732,0.00107732
235,1760.57,0.93831,0.50328,0.91854,0.8382,0.80877,0.8727,0.45582,1.65153,0.78121,1.34167,0.00107336,0.00107336,0.00107336
236,1768.78,0.93797,0.50895,0.92417,0.81993,0.82615,0.863,0.46745,1.61237,0.7903,1.33068,0.0010694,0.0010694,0.0010694
237,1776.96,0.91523,0.50373,0.92524,0.81569,0.82167,0.8524,0.44934,1.60532,0.81429,1.31293,0.00106544,0.00106544,0.00106544
238,1785.35,0.93214,0.5055,0.93374,0.85278,0.79747,0.87059,0.4498,1.60282,0.78334,1.3212,0.00106148,0.00106148,0.00106148
239,1793.58,0.92803,0.50987,0.92385,0.86693,0.76971,0.86443,0.44781,1.58858,0.78977,1.31944,0.00105752,0.00105752,0.00105752
240,1801.99,0.92584,0.52949,0.92485,0.77871,0.83966,0.87282,0.46017,1.60536,0.79518,1.33799,0.00105356,0.00105356,0.00105356
241,1810.29,0.94927,0.51738,0.94321,0.80722,0.83037,0.8722,0.47786,1.57543,0.80075,1.3247,0.0010496,0.0010496,0.0010496
242,1818.47,0.91611,0.51322,0.92999,0.86305,0.77215,0.8698,0.47007,1.58689,0.77223,1.31306,0.00104564,0.00104564,0.00104564
243,1825.51,0.89138,0.49875,0.92395,0.83778,0.80625,0.87723,0.46349,1.60936,0.77094,1.33077,0.00104168,0.00104168,0.00104168
244,1832.09,0.92518,0.50662,0.93796,0.84853,0.78004,0.85676,0.46049,1.5977,0.86202,1.31422,0.00103772,0.00103772,0.00103772
245,1838.71,0.91925,0.5,0.93532,0.88722,0.76343,0.86295,0.46012,1.63185,0.82463,1.32619,0.00103376,0.00103376,0.00103376
246,1845.47,0.92427,0.50397,0.93267,0.7928,0.83544,0.86549,0.47025,1.57177,0.82168,1.31366,0.0010298,0.0010298,0.0010298
247,1852.02,0.90146,0.49857,0.92471,0.77442,0.8481,0.87127,0.46812,1.57322,0.80389,1.30665,0.00102584,0.00102584,0.00102584
248,1858.7,0.89966,0.49359,0.91623,0.8145,0.8152,0.869,0.45519,1.61396,0.80814,1.34121,0.00102188,0.00102188,0.00102188
249,1865.39,0.94394,0.5288,0.94643,0.84566,0.78604,0.86124,0.44544,1.66292,0.79553,1.36057,0.00101792,0.00101792,0.00101792
250,1872.06,0.93051,0.50489,0.92144,0.86438,0.8068,0.88063,0.46342,1.6254,0.76014,1.32192,0.00101396,0.00101396,0.00101396
251,1878.69,0.88738,0.48313,0.91521,0.83578,0.80169,0.87746,0.45902,1.61464,0.74826,1.34041,0.00101,0.00101,0.00101
252,1885.32,0.96153,0.5098,0.9556,0.84188,0.81435,0.86607,0.44975,1.6409,0.76233,1.33955,0.00100604,0.00100604,0.00100604
253,1891.94,0.91977,0.49865,0.93025,0.82209,0.827,0.8723,0.45859,1.62433,0.76443,1.33106,0.00100208,0.00100208,0.00100208
254,1898.62,0.93551,0.50703,0.93034,0.81759,0.81324,0.86962,0.44917,1.64305,0.78434,1.32933,0.00099812,0.00099812,0.00099812
255,1905.29,0.86732,0.49531,0.90808,0.82923,0.79909,0.87022,0.44366,1.6421,0.7787,1.35402,0.00099416,0.00099416,0.00099416
256,1911.92,0.92083,0.51064,0.92657,0.8632,0.79875,0.88397,0.45121,1.62114,0.75763,1.35328,0.0009902,0.0009902,0.0009902
257,1918.45,0.92197,0.51212,0.92524,0.87803,0.78972,0.88523,0.44673,1.64047,0.74951,1.36189,0.00098624,0.00098624,0.00098624
